ilan_no;baslik;fiyat;konut_tipi;oda_sayisi;m2;bulundugu_kat;bina_yasi;isinma_tipi;tapu_durumu;banyo_sayisi;kat_sayisi;krediye_uygun;esya_durumu;firma_adi;ilan_tarihi;konum;url
2450-1791;Satılık Daire - Ankara / Çankaya / Cevizlidere Mah.;22500000;Satılık Daire;5 +                          1;300;4. Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Turyap Balgat Temsilciliği;13.02.2026;Ankara / Çankaya / Cevizlidere Mah.;https://www.hepsiemlak.com/ankara-cankaya-cevizlidere-satilik/daire/2450-1791
165930-8;Satılık Daire - Ankara / Çankaya / Bahçelievler Mah.;24000000;Satılık Daire;4 +                          1;190;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Parabol Gayrimenkul;8.02.2026;Ankara / Çankaya / Bahçelievler Mah.;https://www.hepsiemlak.com/ankara-cankaya-bahcelievler-satilik/daire/165930-8
118347-1327;Satılık Daire - Ankara / Keçiören / 19 Mayıs Mah.;4595000;Satılık Daire;3 +                          1;115;4. Kat;15;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Yunus Emlak;14.02.2026;Ankara / Keçiören / 19 Mayıs Mah.;https://www.hepsiemlak.com/ankara-kecioren-19-mayis-satilik/daire/118347-1327
161448-18;Satılık Daire - Ankara / Sincan / Fevzi Çakmak Mah.;4800000;Satılık Daire;3 +                          1;150;Ara Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Doas Durak Gayrimenkul;13.02.2026;Ankara / Sincan / Fevzi Çakmak Mah.;https://www.hepsiemlak.com/ankara-sincan-fevzi-cakmak-satilik/daire/161448-18
162545-259;Satılık Daire - Ankara / Keçiören / Ovacık Mah.;10750000;Satılık Daire;4 +                          1;210;16. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;16;Evet;Boş;Ry İnvestment Gayrimenkul;12.02.2026;Ankara / Keçiören / Ovacık Mah.;https://www.hepsiemlak.com/ankara-kecioren-ovacik-satilik/daire/162545-259
142033-625;Satılık Daire - Ankara / Keçiören / Pınarbaşı Mah.;4143000;Satılık Daire;3 +                          1;135;3. Kat;16;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Mesken Gayrimenkul;11.02.2026;Ankara / Keçiören / Pınarbaşı Mah.;https://www.hepsiemlak.com/ankara-kecioren-pinarbasi-satilik/daire/142033-625
164337-19;Satılık Villa - Ankara / Çankaya / Ahlatlıbel Mah.;35000000;Satılık Villa;7 +                          1;600;Bahçe Katı;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Won Gayrimenkul;9.02.2026;Ankara / Çankaya / Ahlatlıbel Mah.;https://www.hepsiemlak.com/ankara-cankaya-ahlatlibel-satilik/villa/164337-19
144345-97;Satılık Daire - Ankara / Sincan / Akşemsettin Mah.;1930000;Satılık Daire;3 +                          1;120;Bahçe Katı;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;13.02.2026;Ankara / Sincan / Akşemsettin Mah.;https://www.hepsiemlak.com/ankara-sincan-aksemsettin-satilik/daire/144345-97
141726-1030;Satılık Daire - Ankara / Çubuk / Dumlupınar Mah.;1850000;Satılık Daire;1 +                          1;50;2. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Smart Gyd İnşaat Proje Taah. Tic. LTD.ŞTİ;11.02.2026;Ankara / Çubuk / Dumlupınar Mah.;https://www.hepsiemlak.com/ankara-cubuk-dumlupinar-satilik/daire/141726-1030
128204-232;Satılık Daire - Ankara / Altındağ / Beşikkaya Mah.;4200000;Satılık Daire;4 +                          1;140;Ara Kat;8;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;-;14.02.2026;Ankara / Altındağ / Beşikkaya Mah.;https://www.hepsiemlak.com/ankara-altindag-besikkaya-satilik/daire/128204-232
19258-4395;Satılık Daire - Ankara / Yenimahalle / Batı Sitesi Mah.;5250000;Satılık Daire;3 +                          1;130;1. Kat;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Bizim Emlak;13.02.2026;Ankara / Yenimahalle / Batı Sitesi Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-bati-sitesi-satilik/daire/19258-4395
159255-49;Satılık Daire - Ankara / Çankaya / Alacaatlı Mah.;23750000;Satılık Daire;4 +                          1;204;Bahçe Katı;1;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Gd Gayrimenkul Ankara;13.02.2026;Ankara / Çankaya / Alacaatlı Mah.;https://www.hepsiemlak.com/ankara-cankaya-alacaatli-satilik/daire/159255-49
114758-1100;Satılık Daire - Ankara / Altındağ / Yıldıztepe Mah.;5000000;Satılık Daire;3 +                          1;135;2. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;10.02.2026;Ankara / Altındağ / Yıldıztepe Mah.;https://www.hepsiemlak.com/ankara-altindag-yildiztepe-satilik/daire/114758-1100
7705-5415;Satılık Daire - Ankara / Çankaya / Cevizlidere Mah.;9950000;Satılık Daire;3 +                          1;130;1. Kat;16;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;14.02.2026;Ankara / Çankaya / Cevizlidere Mah.;https://www.hepsiemlak.com/ankara-cankaya-cevizlidere-satilik/daire/7705-5415
161461-119;Satılık Daire - Ankara / Yenimahalle / Mehmet Akif Ersoy Mah.;6420000;Satılık Daire;3 +                          1;130;3. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;15;Evet;Boş;Öz Gayrimenkul Anakara;13.02.2026;Ankara / Yenimahalle / Mehmet Akif Ersoy Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-mehmet-akif-ersoy-satilik/daire/161461-119
163647-76;Satılık Daire - Ankara / Keçiören / Uyanış Mah.;4395000;Satılık Daire;3 +                          1;135;Yüksek Giriş;5;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Viva Center Emlak;13.02.2026;Ankara / Keçiören / Uyanış Mah.;https://www.hepsiemlak.com/ankara-kecioren-uyanis-satilik/daire/163647-76
5497-6798;Satılık Daire - Ankara / Çankaya / Emek Mah.;6450000;Satılık Daire;2 +                          1;105;1. Kat;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Ankara Dost Gayrimenkul;14.02.2026;Ankara / Çankaya / Emek Mah.;https://www.hepsiemlak.com/ankara-cankaya-emek-satilik/daire/5497-6798
16509-1241;Satılık Daire - Ankara / Çankaya / Metin Oktay Mah.;5200000;Satılık Daire;3 +                          1;115;1. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Mutlu Emlak;10.02.2026;Ankara / Çankaya / Metin Oktay Mah.;https://www.hepsiemlak.com/ankara-cankaya-metin-oktay-satilik/daire/16509-1241
6310-19868;Satılık Daire - Ankara / Çankaya / Mürsel Uluç Mah.;7250000;Satılık Daire;4 +                          1;165;Ara Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Onur Emlak Dikmen;9.02.2026;Ankara / Çankaya / Mürsel Uluç Mah.;https://www.hepsiemlak.com/ankara-cankaya-mursel-uluc-satilik/daire/6310-19868
154576-625;Satılık Daire - Ankara / Mamak / Akşemsettin Mah.;3995000;Satılık Daire;3 +                          1;135;2. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Seyit Gayrimenkul;12.02.2026;Ankara / Mamak / Akşemsettin Mah.;https://www.hepsiemlak.com/ankara-mamak-aksemsettin-satilik/daire/154576-625
3182-5759;Satılık Daire - Ankara / Keçiören / Bademlik Mah.;9500000;Satılık Daire;4 +                          1;225;13. Kat;7;Kombi (Doğalgaz);Kat Mülkiyeti;1;14;Evet;Boş;-;14.02.2026;Ankara / Keçiören / Bademlik Mah.;https://www.hepsiemlak.com/ankara-kecioren-bademlik-satilik/daire/3182-5759
113038-361;Satılık Daire - Ankara / Çankaya / İlkbahar Mah.;10490000;Satılık Daire;3 +                          1;120;2. Kat;4;Kombi (Doğalgaz);Kat Mülkiyeti;1;17;Evet;Boş;-;14.02.2026;Ankara / Çankaya / İlkbahar Mah.;https://www.hepsiemlak.com/ankara-cankaya-ilkbahar-satilik/daire/113038-361
153573-189;Satılık Daire - Ankara / Etimesgut / Orhun Mah.;3990000;Satılık Daire;1 +                          1;42;Ara Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;17;Evet;Boş;İmece Gayrimenkul;13.02.2026;Ankara / Etimesgut / Orhun Mah.;https://www.hepsiemlak.com/ankara-etimesgut-orhun-satilik/daire/153573-189
89354-1342;Satılık Daire - Ankara / Keçiören / Şenlik Mah.;3900000;Satılık Daire;3 +                          1;115;Ara Kat;35;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;-;9.02.2026;Ankara / Keçiören / Şenlik Mah.;https://www.hepsiemlak.com/ankara-kecioren-senlik-satilik/daire/89354-1342
81121-439;Satılık Daire - Ankara / Altındağ / Aydınlıkevler Mah.;5500000;Satılık Daire;3 +                          1;145;2. Kat;22;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Rengin Emlak;12.02.2026;Ankara / Altındağ / Aydınlıkevler Mah.;https://www.hepsiemlak.com/ankara-altindag-aydinlikevler-satilik/daire/81121-439
35345-3548;Satılık Daire - Ankara / Çankaya / Yukarı Bahçelievler Mah.;13500000;Satılık Daire;4 +                          1;145;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Bahçeli Çarşı Emlak;14.02.2026;Ankara / Çankaya / Yukarı Bahçelievler Mah.;https://www.hepsiemlak.com/ankara-cankaya-yukari-bahcelievler-satilik/daire/35345-3548
115933-510;Satılık Daire - Ankara / Gölbaşı / Kızılcaşar Mah.;5990000;Satılık Daire;2 +                          1;120;2. Kat;12;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;12.02.2026;Ankara / Gölbaşı / Kızılcaşar Mah.;https://www.hepsiemlak.com/ankara-golbasi-kizilcasar-satilik/daire/115933-510
15672-2652;Satılık Müstakil Ev - Ankara / Yenimahalle / Uğur Mumcu Mah.;4850000;Satılık Müstakil Ev;3 +                          1;140;;35;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;-;14.02.2026;Ankara / Yenimahalle / Uğur Mumcu Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-ugur-mumcu-satilik/mustakil-ev/15672-2652
39199-268;Satılık Daire - Ankara / Çankaya / Keklik Pınarı Mah.;10900000;Satılık Daire;5 +                          2;350;3. Kat;16;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Hitit Gayrimenkul;14.02.2026;Ankara / Çankaya / Keklik Pınarı Mah.;https://www.hepsiemlak.com/ankara-cankaya-keklik-pinari-satilik/daire/39199-268
165761-7;Satılık Daire - Ankara / Çankaya / Aşağı Öveçler Mah.;7350000;Satılık Daire;3 +                          2;220;3. Kat;26;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;10.02.2026;Ankara / Çankaya / Aşağı Öveçler Mah.;https://www.hepsiemlak.com/ankara-cankaya-asagi-ovecler-satilik/daire/165761-7
139785-157;Satılık Daire - Ankara / Akyurt / Kalaba Mah.;2675000;Satılık Daire;1 +                          1;110;Yüksek Giriş;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;15.02.2026;Ankara / Akyurt / Kalaba Mah.;https://www.hepsiemlak.com/ankara-akyurt-kalaba-satilik/daire/139785-157
51531-332;Satılık Daire - Ankara / Çankaya / Harbiye Mah.;5650000;Satılık Daire;3 +                          1;130;1. Kat;32;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;14.02.2026;Ankara / Çankaya / Harbiye Mah.;https://www.hepsiemlak.com/ankara-cankaya-harbiye-satilik/daire/51531-332
148494-230;Satılık Daire - Ankara / Sincan / 29 Ekim Mah.;6575000;Satılık Daire;4 +                          1;175;10. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;10;Evet;Boş;Tayfun Yavuz Gayrimenkul;10.02.2026;Ankara / Sincan / 29 Ekim Mah.;https://www.hepsiemlak.com/ankara-sincan-29-ekim-satilik/daire/148494-230
138926-232;Satılık Daire - Ankara / Etimesgut / Göksu Mah.;7000000;Satılık Daire;2 +                          1;86;3. Kat;4;Kombi (Doğalgaz);Kat Mülkiyeti;1;12;Evet;Boş;-;13.02.2026;Ankara / Etimesgut / Göksu Mah.;https://www.hepsiemlak.com/ankara-etimesgut-goksu-satilik/daire/138926-232
77907-1539;Satılık Daire - Ankara / Gölbaşı / Kızılcaşar Mah.;6500000;Satılık Daire;3 +                          1;80;3. Kat;1;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;12.02.2026;Ankara / Gölbaşı / Kızılcaşar Mah.;https://www.hepsiemlak.com/ankara-golbasi-kizilcasar-satilik/daire/77907-1539
4337-3949;Satılık Villa - Ankara / Çankaya / Beytepe Mah.;39000000;Satılık Villa;6 +                          1;410;;12;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Mavi Emlak;14.02.2026;Ankara / Çankaya / Beytepe Mah.;https://www.hepsiemlak.com/ankara-cankaya-beytepe-satilik/villa/4337-3949
107442-227;Satılık Daire - Ankara / Keçiören / Köşk Mah.;3450000;Satılık Daire;2 +                          1;120;En Üst Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;11.02.2026;Ankara / Keçiören / Köşk Mah.;https://www.hepsiemlak.com/ankara-kecioren-kosk-satilik/daire/107442-227
154819-179;Satılık Daire - Ankara / Sincan / Mustafa Kemal Mah.;4199000;Satılık Daire;2 +                          1;115;1. Kat;2;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Cansu Gayrimenkul;14.02.2026;Ankara / Sincan / Mustafa Kemal Mah.;https://www.hepsiemlak.com/ankara-sincan-mustafa-kemal-satilik/daire/154819-179
121228-1871;Satılık Daire - Ankara / Mamak / Cengizhan Mah.;9450000;Satılık Daire;5 +                          1;280;9. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;9;Evet;Boş;Mutlu Şahinkul Gayrimenkul;12.02.2026;Ankara / Mamak / Cengizhan Mah.;https://www.hepsiemlak.com/ankara-mamak-cengizhan-satilik/daire/121228-1871
158307-81;Satılık Daire - Ankara / Etimesgut / Devlet Mah.;11000000;Satılık Daire;3 +                          1;145;21 ve üzeri;4;Kombi (Doğalgaz);Kat Mülkiyeti;1;30;Evet;Boş;-;13.02.2026;Ankara / Etimesgut / Devlet Mah.;https://www.hepsiemlak.com/ankara-etimesgut-devlet-satilik/daire/158307-81
133298-1185;Satılık Daire - Ankara / Keçiören / Karakaya Mah.;5490000;Satılık Daire;3 +                          1;135;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Jest Emlak;14.02.2026;Ankara / Keçiören / Karakaya Mah.;https://www.hepsiemlak.com/ankara-kecioren-karakaya-satilik/daire/133298-1185
165407-8;Satılık Daire - Ankara / Sincan / 29 Ekim Mah.;4750000;Satılık Daire;3 +                          1;135;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Taşkınlar Gayrimenkul;13.02.2026;Ankara / Sincan / 29 Ekim Mah.;https://www.hepsiemlak.com/ankara-sincan-29-ekim-satilik/daire/165407-8
151854-94;Satılık Daire - Ankara / Keçiören / Çaldıran Mah.;2650000;Satılık Daire;3 +                          1;115;En Üst Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;12.02.2026;Ankara / Keçiören / Çaldıran Mah.;https://www.hepsiemlak.com/ankara-kecioren-caldiran-satilik/daire/151854-94
4156-1337;Satılık Daire - Ankara / Yenimahalle / Mehmet Akif Ersoy Mah.;8250000;Satılık Daire;3 +                          1;145;13. Kat;21;Kombi (Doğalgaz);Kat Mülkiyeti;1;15;Evet;Boş;-;11.02.2026;Ankara / Yenimahalle / Mehmet Akif Ersoy Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-mehmet-akif-ersoy-satilik/daire/4156-1337
3459-779;Satılık Daire - Ankara / Çankaya / Mürsel Uluç Mah.;9000000;Satılık Daire;3 +                          1;160;3. Kat;20;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;11.02.2026;Ankara / Çankaya / Mürsel Uluç Mah.;https://www.hepsiemlak.com/ankara-cankaya-mursel-uluc-satilik/daire/3459-779
5934-3636;Satılık Daire - Ankara / Çankaya / Yücetepe Mah.;4700000;Satılık Daire;2 +                          1;80;Giriş Katı;64;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Bersan Emlak;10.02.2026;Ankara / Çankaya / Yücetepe Mah.;https://www.hepsiemlak.com/ankara-cankaya-yucetepe-satilik/daire/5934-3636
161249-44;Satılık Daire - Ankara / Yenimahalle / Varlık Mah.;5500000;Satılık Daire;3 +                          1;180;En Üst Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Burcu Emlak;15.02.2026;Ankara / Yenimahalle / Varlık Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-varlik-satilik/daire/161249-44
25115-650;Satılık Daire - Ankara / Çankaya / Huzur Mah.;8500000;Satılık Daire;5 +                          1;300;4. Kat;20;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Neşe Gayrimenkul;12.02.2026;Ankara / Çankaya / Huzur Mah.;https://www.hepsiemlak.com/ankara-cankaya-huzur-satilik/daire/25115-650
154364-16;Satılık Daire - Ankara / Çankaya / Cebeci Mah.;7500000;Satılık Daire;3 +                          1;125;6. Kat;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;Coral Gayrimenkul Finans & Yatırım Danışmanlığı;10.02.2026;Ankara / Çankaya / Cebeci Mah.;https://www.hepsiemlak.com/ankara-cankaya-cebeci-satilik/daire/154364-16
17811-8053;Satılık Daire - Ankara / Çankaya / Şehit Cengiz Karaca Mah.;11950000;Satılık Daire;4 +                          1;170;4. Kat;18;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Sinem Emlak;14.02.2026;Ankara / Çankaya / Şehit Cengiz Karaca Mah.;https://www.hepsiemlak.com/ankara-cankaya-sehit-cengiz-karaca-satilik/daire/17811-8053
125332-846;Satılık Daire - Ankara / Çankaya / Meşrutiyet Mah.;5300000;Satılık Daire;3 +                          1;145;2. Kat;26;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Carnaval Gayrimenkul;11.02.2026;Ankara / Çankaya / Meşrutiyet Mah.;https://www.hepsiemlak.com/ankara-cankaya-mesrutiyet-satilik/daire/125332-846
2414-3016;Satılık Daire - Ankara / Altındağ / Baraj Mah.;7500000;Satılık Daire;4 +                          1;175;3. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;11.02.2026;Ankara / Altındağ / Baraj Mah.;https://www.hepsiemlak.com/ankara-altindag-baraj-satilik/daire/2414-3016
162022-11;Satılık Daire - Ankara / Altındağ / Güneşevler Mah.;6100000;Satılık Daire;3 +                          1;120;5. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Premar Inverra;12.02.2026;Ankara / Altındağ / Güneşevler Mah.;https://www.hepsiemlak.com/ankara-altindag-gunesevler-satilik/daire/162022-11
153972-837;Satılık Daire - Ankara / Gölbaşı / Taşpınar Mah.;7950000;Satılık Daire;2 +                          1;80;Bahçe Katı;1;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Remax Note Beytepe;14.02.2026;Ankara / Gölbaşı / Taşpınar Mah.;https://www.hepsiemlak.com/ankara-golbasi-taspinar-satilik/daire/153972-837
150383-473;Satılık Daire - Ankara / Gölbaşı / Seğmenler Mah.;8050000;Satılık Daire;4 +                          1;165;1. Kat;4;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Remax Alpha;14.02.2026;Ankara / Gölbaşı / Seğmenler Mah.;https://www.hepsiemlak.com/ankara-golbasi-segmenler-satilik/daire/150383-473
151156-220;Satılık Daire - Ankara / Pursaklar / Altınova Mah.;2950000;Satılık Daire;2 +                          1;90;Ara Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Beyler Emlak;12.02.2026;Ankara / Pursaklar / Altınova Mah.;https://www.hepsiemlak.com/ankara-pursaklar-altinova-satilik/daire/151156-220
165279-16;Satılık Daire - Ankara / Yenimahalle / Batı Sitesi Mah.;5499000;Satılık Daire;1 +                          1;53;1. Kat;1;Kombi (Doğalgaz);Kat Mülkiyeti;1;15;Evet;Boş;Köroğlu Gayrimenkul;9.02.2026;Ankara / Yenimahalle / Batı Sitesi Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-bati-sitesi-satilik/daire/165279-16
156860-321;Satılık Daire - Ankara / Polatlı / Gazi Mah.;3950000;Satılık Daire;3 +                          1;150;Ara Kat;9;Kombi (Doğalgaz);Kat Mülkiyeti;1;6;Evet;Boş;Karakaya Gayrimenkul;9.02.2026;Ankara / Polatlı / Gazi Mah.;https://www.hepsiemlak.com/ankara-polatli-gazi-satilik/daire/156860-321
82418-1630;Satılık Daire - Ankara / Mamak / Durali Alıç Mah.;5650000;Satılık Daire;3 +                          1;140;7. Kat;10;Kombi (Doğalgaz);Kat Mülkiyeti;1;11;Evet;Boş;-;14.02.2026;Ankara / Mamak / Durali Alıç Mah.;https://www.hepsiemlak.com/ankara-mamak-durali-alic-satilik/daire/82418-1630
112780-175;Satılık Daire - Ankara / Çankaya / İncesu Mah.;4000000;Satılık Daire;3 +                          1;135;Ara Kat;40;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;İncesu Emlak;9.02.2026;Ankara / Çankaya / İncesu Mah.;https://www.hepsiemlak.com/ankara-cankaya-incesu-satilik/daire/112780-175
89899-1716;Satılık Daire - Ankara / Mamak / General Zeki Doğan Mah.;4675000;Satılık Daire;2 +                          1;100;2. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;13.02.2026;Ankara / Mamak / General Zeki Doğan Mah.;https://www.hepsiemlak.com/ankara-mamak-general-zeki-dogan-satilik/daire/89899-1716
159613-47;Satılık Daire - Ankara / Yenimahalle / Turgut Özal Mah.;11300000;Satılık Daire;4 +                          1;155;6. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;14;Evet;Boş;-;14.02.2026;Ankara / Yenimahalle / Turgut Özal Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-turgut-ozal-satilik/daire/159613-47
15919-1360;Satılık Daire - Ankara / Çankaya / İleri Mah.;8500000;Satılık Daire;4 +                          1;185;3. Kat;58;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;-;13.02.2026;Ankara / Çankaya / İleri Mah.;https://www.hepsiemlak.com/ankara-cankaya-ileri-satilik/daire/15919-1360
163675-35;Satılık Daire - Ankara / Yenimahalle / Yeni Batı Mah.;11750000;Satılık Daire;4 +                          1;220;1. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;10;Evet;Boş;-;15.02.2026;Ankara / Yenimahalle / Yeni Batı Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-yeni-bati-satilik/daire/163675-35
42363-1164;Satılık Residence - Ankara / Çankaya / Bağcılar Mah.;7490000;Satılık Residence;2 +                          1;110;5. Kat;4;Kombi (Doğalgaz);Kat Mülkiyeti;1;17;Evet;Boş;Öz-de Emlak;15.02.2026;Ankara / Çankaya / Bağcılar Mah.;https://www.hepsiemlak.com/ankara-cankaya-bagcilar-satilik/residence/42363-1164
44819-2307;Satılık Daire - Ankara / Çankaya / Akpınar Mah.;7250000;Satılık Daire;3 +                          1;135;2. Kat;19;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Tuncay Gayrimenkul;10.02.2026;Ankara / Çankaya / Akpınar Mah.;https://www.hepsiemlak.com/ankara-cankaya-akpinar-satilik/daire/44819-2307
5042-3666;Satılık Daire - Ankara / Çankaya / Yukarı Bahçelievler Mah.;12000000;Satılık Daire;4 +                          1;160;1. Kat;20;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Turyap Ankara Bahçelievler Temsilciliği;14.02.2026;Ankara / Çankaya / Yukarı Bahçelievler Mah.;https://www.hepsiemlak.com/ankara-cankaya-yukari-bahcelievler-satilik/daire/5042-3666
